Wall time,Step,Value
1693323255.934836,5000,0.8286689519882202
1693323443.724409,10000,0.8229132890701294
1693323623.0515728,15000,0.8206627368927002
1693323795.712873,20000,0.8130350708961487
1693323976.6073,25000,0.8297553658485413
1693324179.5870085,30000,0.831972062587738
1693324367.9150803,35000,0.8256434202194214
1693324554.6884274,40000,0.8317622542381287
1693324734.501161,45000,0.829787015914917
1693324924.31843,50000,0.8338445425033569
1693325127.3219461,55000,0.8253434300422668
1693325314.495463,60000,0.8197211027145386
1693325516.5710418,65000,0.8184853196144104
